route_id,day_of_week,hour,weather,is_holiday,is_weekend,capacity,passenger_count,max_segment_pax,min_segment_pax,rush_level
Guntur-Tenali,Monday,5,Foggy,0,0,55,22,22,6,Medium
Guntur-Brodipet,Tuesday,5,Sunny,0,0,52,18,16,5,Low
Tenali-Guntur,Sunday,22,Sunny,0,1,55,15,12,5,Low
Tenali-Chirala,Saturday,19,Sunny,0,1,48,20,22,7,Medium
Guntur-Nallapadu,Wednesday,20,Sunny,0,0,48,40,48,16,High
Guntur-Sattenapalli,Tuesday,12,Rainy,0,0,50,25,24,6,Medium
Tenali-Guntur,Friday,20,Sunny,0,0,55,40,40,22,Medium
Tenali-Bapatla,Sunday,17,Sunny,0,1,45,18,20,10,Medium
Tenali-Chirala,Tuesday,19,Rainy,0,0,48,48,48,19,High
Guntur-Nallapadu,Friday,5,Rainy,0,0,48,29,30,7,Medium
Guntur-Sattenapalli,Saturday,23,Sunny,0,1,50,16,14,5,Low
Tenali-Chirala,Tuesday,9,Sunny,0,0,48,32,40,15,Medium
Tenali-Bapatla,Tuesday,19,Rainy,0,0,45,43,45,20,High
Tenali-Repalle,Wednesday,18,Cloudy,0,0,42,35,42,16,High
Guntur-Tenali,Thursday,21,Sunny,0,0,55,19,17,5,Low
Guntur-Narasaraopet,Thursday,21,Cloudy,0,0,55,21,16,6,Low
Tenali-Bapatla,Tuesday,23,Sunny,0,0,45,21,13,7,Medium
Guntur-Amaravati,Friday,13,Sunny,0,0,60,34,32,10,Medium
Guntur-Brodipet,Wednesday,7,Foggy,0,0,52,50,52,17,High
Guntur-Tenali,Sunday,8,Sunny,0,1,55,26,32,10,Medium
Tenali-Vijayawada,Thursday,17,Rainy,0,0,60,60,60,21,High
Tenali-Chirala,Friday,17,Sunny,0,0,48,33,44,13,Medium
Tenali-Repalle,Monday,19,Sunny,0,0,42,29,38,10,Medium
Tenali-Bapatla,Tuesday,17,Rainy,0,0,45,45,45,25,High
Tenali-Chirala,Thursday,13,Cloudy,0,0,48,21,17,5,Medium
Guntur-Nallapadu,Thursday,11,Rainy,0,0,48,25,23,6,Medium
Guntur-Narasaraopet,Monday,20,Sunny,0,0,55,49,55,23,High
Tenali-Vijayawada,Sunday,7,Rainy,1,1,60,60,60,21,High
Tenali-Repalle,Sunday,15,Sunny,0,1,42,11,9,2,Low
Tenali-Chirala,Thursday,11,Sunny,0,0,48,21,19,5,Medium
Guntur-Brodipet,Wednesday,6,Sunny,0,0,52,23,20,5,Medium
Tenali-Bapatla,Monday,12,Rainy,0,0,45,21,17,7,Medium
Tenali-Ongole,Sunday,8,Sunny,0,1,50,25,35,9,Medium
Tenali-Vijayawada,Tuesday,6,Rainy,0,0,60,33,30,10,Medium
Tenali-Vijayawada,Tuesday,5,Cloudy,1,0,60,33,27,8,Medium
Guntur-Narasaraopet,Thursday,12,Cloudy,0,0,55,19,17,5,Low
Guntur-Nallapadu,Friday,16,Cloudy,0,0,48,20,15,5,Medium
Guntur-Brodipet,Monday,16,Sunny,0,0,52,20,19,6,Low
Tenali-Guntur,Thursday,23,Rainy,0,0,55,32,21,11,Medium
Guntur-Mangalagiri,Thursday,12,Sunny,0,0,52,18,14,5,Low
Guntur-Brodipet,Saturday,23,Sunny,0,1,52,15,15,5,Low
Tenali-Ongole,Tuesday,7,Sunny,0,0,50,43,46,21,High
Guntur-Amaravati,Friday,5,Sunny,1,0,60,50,43,16,High
Tenali-Guntur,Saturday,18,Foggy,0,1,55,27,29,15,Medium
Tenali-Guntur,Friday,5,Foggy,0,0,55,22,19,6,Medium
Tenali-Chirala,Monday,17,Cloudy,0,0,48,31,39,11,Medium
Tenali-Chirala,Wednesday,6,Sunny,0,0,48,21,16,6,Medium
Tenali-Vijayawada,Friday,11,Cloudy,0,0,60,28,21,8,Medium
Tenali-Ongole,Friday,14,Sunny,0,0,50,22,19,5,Medium
Guntur-Amaravati,Wednesday,8,Rainy,0,0,60,60,60,23,High
Guntur-Nallapadu,Monday,12,Cloudy,0,0,48,18,16,6,Low
Guntur-Tenali,Tuesday,13,Sunny,0,0,55,21,22,6,Low
Tenali-Chirala,Sunday,9,Sunny,0,1,48,27,30,12,Medium
Tenali-Repalle,Wednesday,8,Cloudy,0,0,42,42,42,16,High
Tenali-Vijayawada,Friday,9,Cloudy,0,0,60,60,60,24,High
Guntur-Ponnur,Monday,11,Rainy,0,0,45,27,23,8,Medium
Guntur-Brodipet,Saturday,16,Sunny,0,1,52,13,10,3,Low
Guntur-Narasaraopet,Wednesday,10,Cloudy,0,0,55,54,55,26,High
Tenali-Vijayawada,Thursday,7,Sunny,0,0,60,51,60,20,High
Tenali-Bapatla,Wednesday,20,Rainy,0,0,45,37,45,20,High
Guntur-Tenali,Thursday,10,Sunny,0,0,55,38,48,15,Medium
Tenali-Guntur,Sunday,8,Sunny,0,1,55,21,19,10,Low
Guntur-Brodipet,Wednesday,16,Sunny,0,0,52,20,18,6,Low
Tenali-Ongole,Sunday,14,Sunny,0,1,50,12,9,3,Low
Tenali-Repalle,Tuesday,11,Cloudy,0,0,42,18,17,4,Medium
Guntur-Ponnur,Wednesday,16,Sunny,0,0,45,22,18,6,Medium
Guntur-Mangalagiri,Tuesday,7,Sunny,0,0,52,34,38,12,Medium
Guntur-Tenali,Saturday,5,Cloudy,0,1,55,16,13,4,Low
Tenali-Repalle,Sunday,12,Rainy,1,1,42,21,22,7,Medium
Tenali-Ongole,Saturday,20,Sunny,0,1,50,23,27,8,Medium
Guntur-Amaravati,Thursday,16,Rainy,0,0,60,33,30,11,Medium
Guntur-Mangalagiri,Sunday,7,Cloudy,0,1,52,29,39,13,Medium
Guntur-Nallapadu,Saturday,10,Sunny,0,1,48,21,29,9,Medium
Tenali-Chirala,Thursday,16,Sunny,0,0,48,19,16,4,Low
Guntur-Nallapadu,Thursday,5,Foggy,0,0,48,24,18,7,Medium
Guntur-Tenali,Friday,15,Cloudy,0,0,55,19,16,5,Low
Tenali-Vijayawada,Wednesday,10,Sunny,0,0,60,60,60,24,High
Guntur-Narasaraopet,Friday,17,Rainy,0,0,55,55,55,19,High
Guntur-Ponnur,Wednesday,18,Sunny,0,0,45,31,38,14,Medium
Tenali-Bapatla,Friday,18,Sunny,0,0,45,36,37,16,High
Tenali-Chirala,Tuesday,15,Sunny,0,0,48,21,18,5,Medium
Guntur-Tenali,Friday,17,Cloudy,0,0,55,49,55,23,High
Tenali-Repalle,Sunday,14,Sunny,0,1,42,9,8,2,Low
Tenali-Ongole,Saturday,19,Sunny,0,1,50,26,35,12,Medium
Tenali-Ongole,Thursday,18,Sunny,0,0,50,32,42,12,Medium
Tenali-Ongole,Wednesday,19,Sunny,0,0,50,37,39,16,Medium
Tenali-Vijayawada,Monday,6,Cloudy,1,0,60,42,35,10,Medium
Tenali-Guntur,Friday,8,Rainy,0,0,55,55,55,31,High
Guntur-Ponnur,Sunday,23,Cloudy,0,1,45,12,9,3,Low
Guntur-Nallapadu,Wednesday,22,Sunny,0,0,48,23,22,7,Medium
Guntur-Brodipet,Saturday,12,Sunny,0,1,52,14,12,4,Low
Guntur-Tenali,Monday,12,Sunny,0,0,55,20,18,6,Low
Tenali-Ongole,Wednesday,18,Cloudy,0,0,50,43,50,18,High
Tenali-Chirala,Thursday,9,Sunny,0,0,48,34,46,16,Medium
Guntur-Narasaraopet,Thursday,9,Sunny,0,0,55,47,52,22,High
Tenali-Chirala,Friday,12,Cloudy,0,0,48,17,14,5,Low
Guntur-Sattenapalli,Sunday,19,Cloudy,0,1,50,21,25,9,Medium
Tenali-Guntur,Saturday,11,Sunny,0,1,55,12,9,4,Low
Guntur-Narasaraopet,Monday,5,Sunny,0,0,55,27,23,7,Medium
Guntur-Ponnur,Friday,6,Sunny,0,0,45,18,18,5,Medium
Guntur-Nallapadu,Wednesday,21,Sunny,0,0,48,18,16,6,Low
Tenali-Repalle,Wednesday,18,Cloudy,0,0,42,42,42,16,High
Tenali-Guntur,Thursday,18,Sunny,0,0,55,42,46,23,High
Guntur-Amaravati,Monday,16,Sunny,0,0,60,27,27,7,Medium
Guntur-Nallapadu,Tuesday,20,Rainy,0,0,48,39,48,17,High
Guntur-Narasaraopet,Saturday,13,Rainy,1,1,55,37,36,11,Medium
Guntur-Ponnur,Sunday,6,Cloudy,0,1,45,12,11,3,Low
Tenali-Chirala,Tuesday,8,Sunny,0,0,48,40,48,15,High
Tenali-Bapatla,Thursday,7,Cloudy,0,0,45,36,32,17,High
Tenali-Chirala,Saturday,9,Cloudy,0,1,48,24,33,9,Medium
Tenali-Bapatla,Monday,22,Sunny,1,0,45,21,17,7,Medium
Guntur-Nallapadu,Sunday,21,Sunny,0,1,48,12,10,3,Low
Guntur-Ponnur,Sunday,10,Sunny,1,1,45,34,36,15,High
Tenali-Guntur,Friday,20,Sunny,0,0,55,44,50,20,High
Guntur-Mangalagiri,Monday,5,Rainy,0,0,52,23,23,6,Medium
Guntur-Nallapadu,Tuesday,9,Cloudy,0,0,48,37,43,15,High
Guntur-Sattenapalli,Sunday,20,Cloudy,0,1,50,24,31,10,Medium
Guntur-Sattenapalli,Friday,15,Rainy,0,0,50,28,26,8,Medium
Tenali-Repalle,Tuesday,23,Cloudy,0,0,42,18,14,5,Medium
Tenali-Vijayawada,Sunday,10,Rainy,0,1,60,48,60,17,High
Guntur-Brodipet,Wednesday,13,Sunny,0,0,52,24,21,6,Medium
Guntur-Brodipet,Sunday,22,Sunny,0,1,52,14,14,4,Low
Tenali-Vijayawada,Sunday,8,Cloudy,1,1,60,40,50,17,Medium
Guntur-Ponnur,Sunday,9,Sunny,0,1,45,25,31,11,Medium
Guntur-Mangalagiri,Tuesday,21,Sunny,0,0,52,24,24,7,Medium
Guntur-Nallapadu,Monday,15,Sunny,0,0,48,17,16,5,Low
Guntur-Tenali,Thursday,17,Cloudy,0,0,55,48,55,23,High
Tenali-Bapatla,Sunday,19,Rainy,0,1,45,30,30,15,Medium
Tenali-Guntur,Tuesday,21,Foggy,0,0,55,22,18,8,Medium
Tenali-Bapatla,Wednesday,12,Cloudy,0,0,45,18,15,5,Medium
Tenali-Vijayawada,Saturday,8,Sunny,0,1,60,28,36,10,Medium
Tenali-Chirala,Sunday,23,Rainy,0,1,48,16,16,3,Low
Guntur-Amaravati,Thursday,11,Sunny,0,0,60,31,25,10,Medium
Tenali-Ongole,Tuesday,9,Rainy,0,0,50,48,50,17,High
Tenali-Ongole,Thursday,8,Sunny,0,0,50,32,41,15,Medium
Guntur-Tenali,Tuesday,10,Cloudy,0,0,55,36,46,15,Medium
Tenali-Vijayawada,Tuesday,21,Rainy,0,0,60,41,38,12,Medium
Guntur-Narasaraopet,Saturday,13,Rainy,0,1,55,25,22,6,Medium
Tenali-Bapatla,Friday,11,Cloudy,0,0,45,15,13,6,Low
Tenali-Ongole,Friday,19,Sunny,0,0,50,36,45,17,Medium
Tenali-Repalle,Tuesday,14,Sunny,0,0,42,15,14,4,Low
Guntur-Ponnur,Wednesday,17,Foggy,0,0,45,32,40,11,Medium
Guntur-Brodipet,Thursday,12,Cloudy,1,0,52,30,28,9,Medium
Guntur-Amaravati,Wednesday,22,Foggy,0,0,60,35,26,11,Medium
Guntur-Narasaraopet,Wednesday,13,Cloudy,0,0,55,28,21,7,Medium
Tenali-Repalle,Wednesday,18,Sunny,0,0,42,42,42,20,High
Guntur-Ponnur,Monday,9,Rainy,1,0,45,45,45,16,High
Guntur-Brodipet,Sunday,19,Rainy,0,1,52,35,48,13,Medium
Guntur-Brodipet,Sunday,13,Rainy,0,1,52,15,12,4,Low
Guntur-Brodipet,Tuesday,17,Sunny,0,0,52,40,52,19,High
Tenali-Ongole,Tuesday,21,Cloudy,0,0,50,23,21,7,Medium
Tenali-Ongole,Wednesday,18,Cloudy,0,0,50,33,36,13,Medium
Guntur-Ponnur,Monday,23,Cloudy,0,0,45,17,15,4,Low
Tenali-Vijayawada,Saturday,15,Cloudy,0,1,60,18,16,5,Low
Guntur-Nallapadu,Monday,6,Cloudy,0,0,48,22,21,5,Medium
Tenali-Ongole,Thursday,17,Sunny,0,0,50,35,42,16,Medium
Guntur-Narasaraopet,Friday,15,Rainy,0,0,55,24,24,6,Medium
Guntur-Amaravati,Sunday,6,Sunny,0,1,60,19,19,4,Low
Tenali-Bapatla,Saturday,9,Sunny,0,1,45,24,23,13,Medium
Guntur-Ponnur,Tuesday,20,Rainy,0,0,45,45,45,17,High
Guntur-Brodipet,Saturday,12,Rainy,0,1,52,15,14,4,Low
Tenali-Repalle,Monday,9,Sunny,0,0,42,33,37,12,High
Guntur-Brodipet,Tuesday,13,Cloudy,1,0,52,31,32,10,Medium
Tenali-Bapatla,Thursday,7,Sunny,0,0,45,30,34,16,Medium
Guntur-Brodipet,Sunday,23,Sunny,0,1,52,14,14,4,Low
Tenali-Chirala,Friday,7,Sunny,0,0,48,42,47,18,High
Tenali-Chirala,Sunday,23,Rainy,0,1,48,18,15,5,Low
Guntur-Tenali,Thursday,21,Sunny,0,0,55,22,19,6,Medium
Guntur-Ponnur,Monday,14,Cloudy,0,0,45,19,14,6,Medium
Tenali-Chirala,Sunday,13,Sunny,0,1,48,10,8,3,Low
Tenali-Vijayawada,Saturday,5,Sunny,0,1,60,20,19,5,Low
Tenali-Vijayawada,Monday,15,Cloudy,0,0,60,35,30,10,Medium
Guntur-Ponnur,Wednesday,12,Sunny,0,0,45,18,13,5,Medium
Tenali-Bapatla,Friday,23,Cloudy,0,0,45,16,10,5,Low
Guntur-Tenali,Monday,10,Sunny,0,0,55,35,37,12,Medium
Tenali-Repalle,Monday,10,Sunny,0,0,42,31,42,14,Medium
Tenali-Chirala,Thursday,10,Rainy,0,0,48,48,48,23,High
Guntur-Narasaraopet,Thursday,19,Rainy,0,0,55,50,55,23,High
Tenali-Guntur,Thursday,19,Sunny,0,0,55,45,43,26,High
Tenali-Repalle,Wednesday,7,Rainy,0,0,42,42,42,16,High
Tenali-Repalle,Monday,19,Sunny,0,0,42,34,38,14,High
Guntur-Narasaraopet,Monday,7,Rainy,0,0,55,55,55,19,High
Tenali-Vijayawada,Monday,13,Sunny,0,0,60,27,26,7,Medium
Guntur-Tenali,Thursday,6,Rainy,1,0,55,38,33,9,Medium
Guntur-Nallapadu,Sunday,10,Cloudy,1,1,48,31,41,12,Medium
Guntur-Brodipet,Thursday,15,Sunny,0,0,52,19,15,6,Low
Tenali-Vijayawada,Sunday,23,Sunny,0,1,60,19,20,6,Low
Guntur-Narasaraopet,Monday,15,Sunny,0,0,55,22,21,6,Medium
Guntur-Mangalagiri,Friday,7,Sunny,0,0,52,37,52,16,Medium
Tenali-Vijayawada,Monday,21,Cloudy,0,0,60,33,28,10,Medium
Guntur-Mangalagiri,Friday,17,Rainy,0,0,52,52,52,24,High
Guntur-Mangalagiri,Tuesday,21,Sunny,0,0,52,20,16,5,Low
Guntur-Ponnur,Thursday,17,Sunny,0,0,45,35,45,15,High
Guntur-Amaravati,Friday,10,Sunny,0,0,60,57,60,24,High
Guntur-Narasaraopet,Thursday,18,Foggy,0,0,55,45,55,18,High
Guntur-Tenali,Sunday,16,Rainy,0,1,55,19,18,6,Low
Tenali-Chirala,Tuesday,13,Rainy,0,0,48,22,17,7,Medium
Guntur-Nallapadu,Friday,11,Cloudy,0,0,48,19,19,4,Low
Tenali-Bapatla,Sunday,16,Cloudy,0,1,45,10,6,3,Low
Tenali-Vijayawada,Saturday,18,Rainy,0,1,60,48,56,17,High
Guntur-Amaravati,Sunday,11,Sunny,0,1,60,18,15,5,Low
Tenali-Chirala,Sunday,8,Sunny,0,1,48,26,29,10,Medium
Tenali-Vijayawada,Wednesday,18,Sunny,0,0,60,52,60,24,High
Guntur-Sattenapalli,Saturday,9,Sunny,0,1,50,31,38,13,Medium
Tenali-Ongole,Wednesday,5,Rainy,0,0,50,31,27,9,Medium
Tenali-Chirala,Sunday,8,Cloudy,0,1,48,20,28,8,Medium
Tenali-Ongole,Thursday,10,Cloudy,0,0,50,38,50,15,High
Guntur-Sattenapalli,Sunday,13,Sunny,0,1,50,12,10,3,Low
Tenali-Bapatla,Monday,15,Sunny,0,0,45,20,15,6,Medium
Guntur-Nallapadu,Wednesday,7,Sunny,0,0,48,38,42,14,High
Guntur-Sattenapalli,Thursday,15,Cloudy,0,0,50,24,19,6,Medium
Tenali-Chirala,Thursday,9,Rainy,0,0,48,48,48,22,High
Guntur-Narasaraopet,Wednesday,17,Sunny,0,0,55,48,55,18,High
Tenali-Ongole,Saturday,10,Foggy,0,1,50,25,30,10,Medium
Guntur-Amaravati,Wednesday,23,Cloudy,1,0,60,49,43,15,High
Guntur-Ponnur,Saturday,23,Sunny,0,1,45,13,10,3,Low
Guntur-Ponnur,Friday,18,Foggy,0,0,45,37,45,16,High
Tenali-Vijayawada,Thursday,17,Sunny,0,0,60,53,60,24,High
Tenali-Vijayawada,Friday,10,Sunny,0,0,60,60,60,28,High
Tenali-Vijayawada,Sunday,21,Sunny,0,1,60,19,18,5,Low
Tenali-Vijayawada,Wednesday,8,Sunny,0,0,60,59,60,26,High
Guntur-Mangalagiri,Wednesday,6,Foggy,0,0,52,26,25,6,Medium
Tenali-Ongole,Monday,12,Sunny,0,0,50,23,21,7,Medium
Guntur-Amaravati,Thursday,19,Sunny,0,0,60,56,60,26,High
Tenali-Bapatla,Tuesday,18,Cloudy,0,0,45,38,40,21,High
Guntur-Sattenapalli,Monday,15,Rainy,0,0,50,25,18,6,Medium
Tenali-Guntur,Wednesday,23,Cloudy,0,0,55,23,18,7,Medium
Tenali-Vijayawada,Thursday,10,Sunny,0,0,60,60,60,24,High
Tenali-Guntur,Wednesday,6,Cloudy,0,0,55,22,16,7,Medium
Guntur-Narasaraopet,Friday,14,Sunny,0,0,55,26,26,8,Medium
Guntur-Nallapadu,Tuesday,23,Sunny,0,0,48,20,17,6,Medium
Tenali-Guntur,Monday,17,Sunny,0,0,55,47,51,26,High
Tenali-Ongole,Friday,6,Rainy,0,0,50,28,21,7,Medium
Guntur-Nallapadu,Wednesday,12,Cloudy,0,0,48,22,16,6,Medium
Guntur-Brodipet,Thursday,20,Sunny,1,0,52,52,52,24,High
Guntur-Sattenapalli,Monday,20,Sunny,0,0,50,35,50,12,Medium
Tenali-Guntur,Thursday,5,Sunny,0,0,55,20,14,6,Low
Guntur-Mangalagiri,Thursday,13,Sunny,0,0,52,21,20,7,Medium
Tenali-Vijayawada,Monday,9,Sunny,0,0,60,60,60,23,High
Guntur-Amaravati,Saturday,21,Sunny,0,1,60,16,14,4,Low
Tenali-Ongole,Friday,9,Sunny,0,0,50,32,42,12,Medium
Guntur-Ponnur,Thursday,20,Sunny,0,0,45,29,39,11,Medium
Guntur-Tenali,Thursday,13,Cloudy,0,0,55,20,15,5,Low
Tenali-Vijayawada,Friday,21,Rainy,0,0,60,35,32,9,Medium
Guntur-Narasaraopet,Monday,7,Foggy,0,0,55,44,48,20,High
Tenali-Repalle,Wednesday,16,Sunny,0,0,42,26,23,7,Medium
Tenali-Vijayawada,Saturday,11,Cloudy,0,1,60,19,18,4,Low
Guntur-Mangalagiri,Friday,5,Cloudy,0,0,52,21,16,5,Medium
Guntur-Amaravati,Wednesday,9,Sunny,0,0,60,60,60,25,High
Tenali-Guntur,Tuesday,18,Cloudy,0,0,55,50,51,23,High
Guntur-Brodipet,Friday,23,Sunny,0,0,52,20,18,6,Low
Guntur-Amaravati,Thursday,12,Cloudy,0,0,60,27,27,7,Medium
Guntur-Amaravati,Sunday,17,Rainy,0,1,60,40,49,16,Medium
Guntur-Nallapadu,Sunday,5,Cloudy,0,1,48,10,9,2,Low
Tenali-Guntur,Monday,11,Sunny,0,0,55,26,19,8,Medium
Tenali-Repalle,Monday,5,Cloudy,0,0,42,16,16,5,Low
Guntur-Sattenapalli,Saturday,8,Sunny,0,1,50,28,33,11,Medium
Guntur-Ponnur,Friday,10,Rainy,0,0,45,45,45,16,High
Guntur-Brodipet,Sunday,9,Cloudy,0,1,52,21,29,7,Medium
Tenali-Vijayawada,Thursday,16,Sunny,0,0,60,32,31,9,Medium
Tenali-Ongole,Tuesday,17,Sunny,0,0,50,39,42,14,High
Guntur-Nallapadu,Monday,16,Sunny,0,0,48,22,20,5,Medium
Tenali-Guntur,Saturday,9,Sunny,1,1,55,41,47,21,Medium
Guntur-Brodipet,Tuesday,16,Sunny,0,0,52,18,16,5,Low
Tenali-Chirala,Saturday,5,Sunny,0,1,48,14,10,4,Low
Tenali-Repalle,Wednesday,12,Sunny,0,0,42,26,20,8,Medium
Tenali-Ongole,Saturday,19,Sunny,0,1,50,23,28,8,Medium
Guntur-Amaravati,Friday,8,Sunny,0,0,60,60,60,21,High
Guntur-Ponnur,Monday,14,Sunny,0,0,45,17,16,4,Low
Tenali-Vijayawada,Sunday,9,Sunny,0,1,60,34,46,15,Medium
Guntur-Amaravati,Sunday,10,Foggy,0,1,60,47,58,21,High
Tenali-Chirala,Thursday,12,Sunny,0,0,48,17,16,4,Low
Guntur-Nallapadu,Thursday,15,Sunny,0,0,48,17,16,5,Low
Guntur-Nallapadu,Friday,20,Sunny,0,0,48,35,42,13,Medium
Tenali-Chirala,Monday,6,Cloudy,0,0,48,22,17,6,Medium
Tenali-Chirala,Friday,19,Sunny,0,0,48,32,39,11,Medium
Guntur-Narasaraopet,Monday,22,Sunny,0,0,55,24,20,8,Medium
Tenali-Vijayawada,Saturday,18,Sunny,0,1,60,29,39,10,Medium
Guntur-Sattenapalli,Wednesday,14,Sunny,0,0,50,26,25,7,Medium
Guntur-Nallapadu,Saturday,23,Rainy,0,1,48,18,15,6,Low
Guntur-Sattenapalli,Wednesday,21,Cloudy,0,0,50,31,28,9,Medium
Guntur-Mangalagiri,Wednesday,11,Foggy,0,0,52,25,25,7,Medium
Guntur-Ponnur,Sunday,22,Sunny,0,1,45,11,10,3,Low
Tenali-Guntur,Friday,8,Foggy,0,0,55,41,43,24,Medium
Guntur-Nallapadu,Saturday,19,Rainy,0,1,48,31,40,12,Medium
Tenali-Ongole,Saturday,17,Sunny,0,1,50,21,29,7,Medium
Guntur-Amaravati,Sunday,16,Cloudy,0,1,60,21,18,7,Low
Guntur-Sattenapalli,Tuesday,17,Foggy,0,0,50,49,50,18,High
Tenali-Repalle,Tuesday,15,Sunny,1,0,42,23,22,6,Medium
Tenali-Chirala,Sunday,16,Sunny,0,1,48,11,10,2,Low
Tenali-Bapatla,Sunday,8,Sunny,0,1,45,18,17,9,Medium
Guntur-Mangalagiri,Thursday,8,Sunny,1,0,52,46,52,17,High
Tenali-Bapatla,Saturday,6,Sunny,0,1,45,11,7,3,Low
Tenali-Bapatla,Monday,22,Sunny,0,0,45,16,11,6,Low
Guntur-Amaravati,Wednesday,13,Sunny,0,0,60,29,26,9,Medium
Guntur-Tenali,Thursday,8,Rainy,0,0,55,50,55,20,High
Tenali-Bapatla,Wednesday,16,Cloudy,0,0,45,18,13,7,Medium
Tenali-Repalle,Wednesday,17,Sunny,0,0,42,39,42,15,High
Guntur-Narasaraopet,Friday,15,Cloudy,0,0,55,22,18,6,Medium
Tenali-Vijayawada,Thursday,15,Cloudy,0,0,60,25,19,6,Medium
Tenali-Vijayawada,Sunday,23,Foggy,0,1,60,19,19,5,Low
Guntur-Tenali,Wednesday,16,Sunny,0,0,55,21,18,5,Low
Guntur-Brodipet,Sunday,5,Sunny,0,1,52,15,14,3,Low
Tenali-Vijayawada,Monday,8,Sunny,0,0,60,51,60,22,High
Tenali-Ongole,Thursday,19,Rainy,0,0,50,45,50,21,High
Guntur-Mangalagiri,Saturday,11,Rainy,1,1,52,23,19,6,Medium
Guntur-Tenali,Saturday,19,Rainy,0,1,55,29,36,12,Medium
Tenali-Ongole,Friday,8,Sunny,0,0,50,42,44,17,High
Guntur-Amaravati,Thursday,21,Sunny,0,0,60,30,31,8,Medium
Guntur-Nallapadu,Saturday,6,Rainy,0,1,48,14,10,3,Low
Tenali-Guntur,Sunday,13,Sunny,0,1,55,12,8,4,Low
Tenali-Bapatla,Thursday,14,Cloudy,0,0,45,16,11,6,Low
Guntur-Sattenapalli,Wednesday,5,Sunny,0,0,50,23,24,6,Medium
Guntur-Tenali,Sunday,12,Rainy,0,1,55,15,13,3,Low
Guntur-Ponnur,Wednesday,15,Cloudy,0,0,45,21,20,5,Medium
Guntur-Narasaraopet,Monday,12,Rainy,0,0,55,28,24,9,Medium
Tenali-Repalle,Tuesday,13,Cloudy,0,0,42,16,12,4,Low
Tenali-Vijayawada,Sunday,16,Sunny,0,1,60,18,18,4,Low
Guntur-Brodipet,Tuesday,14,Cloudy,0,0,52,21,18,6,Medium
Guntur-Nallapadu,Saturday,13,Sunny,0,1,48,12,12,4,Low
Guntur-Tenali,Friday,14,Sunny,0,0,55,26,21,7,Medium
Guntur-Amaravati,Thursday,18,Sunny,0,0,60,60,60,27,High
Guntur-Nallapadu,Sunday,9,Rainy,0,1,48,26,33,12,Medium
Tenali-Ongole,Friday,19,Cloudy,1,0,50,48,50,20,High
Tenali-Guntur,Monday,11,Rainy,0,0,55,34,27,13,Medium
Guntur-Brodipet,Sunday,20,Rainy,0,1,52,27,31,10,Medium
Guntur-Narasaraopet,Tuesday,12,Cloudy,0,0,55,25,21,8,Medium
Tenali-Repalle,Tuesday,20,Sunny,0,0,42,27,32,9,Medium
Guntur-Sattenapalli,Monday,23,Sunny,0,0,50,23,24,7,Medium
Tenali-Repalle,Tuesday,16,Cloudy,0,0,42,17,15,5,Medium
Guntur-Nallapadu,Sunday,20,Sunny,0,1,48,24,30,9,Medium
Guntur-Brodipet,Monday,10,Sunny,0,0,52,40,52,16,High
Guntur-Sattenapalli,Monday,6,Rainy,0,0,50,30,30,9,Medium
Guntur-Mangalagiri,Tuesday,13,Sunny,0,0,52,19,18,4,Low
Guntur-Brodipet,Wednesday,18,Rainy,0,0,52,48,52,23,High
Tenali-Ongole,Tuesday,7,Sunny,0,0,50,44,48,17,High
Tenali-Ongole,Wednesday,17,Rainy,1,0,50,50,50,18,High
Guntur-Narasaraopet,Wednesday,5,Sunny,0,0,55,26,26,8,Medium
Tenali-Bapatla,Friday,6,Sunny,1,0,45,24,21,9,Medium
Guntur-Nallapadu,Monday,20,Rainy,0,0,48,46,48,20,High
Tenali-Guntur,Monday,22,Sunny,0,0,55,22,17,8,Medium
Guntur-Ponnur,Wednesday,11,Sunny,0,0,45,17,16,4,Low
Guntur-Brodipet,Monday,6,Sunny,0,0,52,18,14,5,Low
Guntur-Narasaraopet,Saturday,16,Cloudy,0,1,55,18,18,5,Low
Guntur-Sattenapalli,Saturday,20,Sunny,0,1,50,27,31,12,Medium
Guntur-Narasaraopet,Monday,5,Sunny,1,0,55,28,23,7,Medium
Guntur-Amaravati,Saturday,18,Rainy,0,1,60,38,52,13,Medium
Tenali-Guntur,Sunday,18,Cloudy,0,1,55,30,33,14,Medium
Tenali-Repalle,Thursday,18,Rainy,0,0,42,42,42,16,High
Tenali-Repalle,Wednesday,15,Rainy,1,0,42,36,35,10,High
Guntur-Brodipet,Thursday,5,Sunny,0,0,52,21,21,6,Medium
Guntur-Tenali,Wednesday,20,Sunny,0,0,55,37,39,13,Medium
Tenali-Guntur,Wednesday,13,Sunny,0,0,55,26,18,8,Medium
Guntur-Nallapadu,Tuesday,11,Sunny,0,0,48,22,19,6,Medium
Guntur-Tenali,Friday,5,Sunny,1,0,55,36,35,9,Medium
Tenali-Ongole,Friday,6,Rainy,0,0,50,29,30,7,Medium
Tenali-Repalle,Sunday,6,Rainy,0,1,42,14,14,4,Low
Tenali-Guntur,Tuesday,19,Cloudy,0,0,55,40,50,20,Medium
Guntur-Sattenapalli,Tuesday,23,Cloudy,0,0,50,24,22,7,Medium
Guntur-Amaravati,Friday,20,Rainy,0,0,60,60,60,24,High
